id,name
1000714-016,永樂村
1000714-017,石埤村
1000714-018,天盛村
1000714-019,太平村
1000714-020,新水村
1000714-021,三省村
1000714-022,南新村
1000715-001,東門村
1000715-002,埔心村
1000715-003,義民村
1000715-004,油車村
1000715-005,瓦北村
1000715-006,瓦中村
1000715-007,瓦南村
1000715-008,太平村
1000715-009,經口村
1000715-010,大華村
1000715-011,仁里村
1000715-012,舊舘村
1000715-013,南舘村
1000715-014,新舘村
1000715-015,羅厝村
1000715-016,芎蕉村
1000715-017,二重村
1000715-018,梧鳳村
1000715-019,埤霞村
1000715-020,埤脚村
1000716-001,永東村
1000716-002,永西村
1000716-003,永南村
1000716-004,永北村
1000716-005,港西村
1000716-006,五福村
1000716-007,湳港村
1000716-008,新莊村
1000716-009,瑚璉村
1000716-010,五汴村
1000716-011,浮圳村
1000716-012,光雲村
1000716-013,東寧村
1000716-014,永興村
1000716-015,崙子村
1000716-016,獨鰲村
1000716-017,敦厚村
1000716-018,崙美村
1000716-019,同安村
1000716-020,同仁村
1000716-021,湳墘村
1000716-022,四芳村
1000716-023,福興村
1000716-024,竹子村
1000717-001,社頭村
1000717-002,東興村
1000717-003,山湖村
1000717-004,廣興村
1000717-005,廣福村
1000717-006,朝興村
1000717-007,仁雅村
1000717-008,橋頭村
1000717-009,仁和村
1000717-010,崙雅村
1000717-011,湳底村
1000717-012,泰安村
1000717-013,美雅村
1000717-014,新厝村
1000717-015,平和村
1000717-016,里仁村
1000717-017,張厝村
1000717-018,龍井村
1000717-019,舊社村
1000717-020,埤斗村
1000717-021,湳雅村
1000717-022,松竹村
1000717-023,清水村
1000717-024,協和村
1000718-001,合和村
1000718-002,上豊村
1000718-003,過圳村
1000718-004,五伯村
1000718-005,光化村
1000718-006,文化村
1000718-007,二水村
1000718-008,聖化村
1000718-009,裕民村
1000718-010,惠民村
1000718-011,大園村
1000718-012,修仁村
1000718-013,合興村
1000718-014,源泉村
1000718-015,倡和村
1000718-016,復興村
1000718-017,十五村
1000719-001,光復里
1000719-002,新政里
1000719-003,重慶里
1000719-004,五權里
1000719-005,七星里
1000719-006,居仁里
1000719-007,東光里
1000719-008,文昌里
1000719-009,中和里
1000719-010,西德里
1000719-011,西安里
1000719-012,中寮里
1000719-013,大道里
1000719-014,新生里
1000719-015,大新里
1000720-001,東和里
1000720-002,南光里
1000720-003,西平里
1000720-004,北平里
1000720-005,中西里
1000720-006,廣興里
1000720-007,香田里
1000720-008,外竹里
1000720-009,興華里
1000720-010,東興里
1000720-011,後厝里
1000720-012,豐田里
1000720-013,頂厝里
1000720-014,趙甲里
1000720-015,振興里
1000720-016,萬興里
1000720-017,永興里
1000720-018,西庄里
1000720-019,梅芳里
1000720-020,華崙里
1000720-021,東勢里
1000720-022,萬合里
1000720-023,大永里
1000720-024,原斗里
1000720-025,西斗里
1000720-026,東華里
1000720-027,復豐里
1000721-001,田尾村
1000721-002,豐田村
1000721-003,饒平村
1000721-004,睦宜村
1000721-005,福田村
1000721-006,新興村
1000721-007,北鎮村
1000721-008,南鎮村
1000721-009,新生村
1000721-010,南曾村
1000721-011,北曾村
1000721-012,溪畔村
1000721-013,打簾村
1000721-014,柳鳳村
1000721-015,陸豐村
1000721-016,海豐村
1000721-017,仁里村
1000721-018,新厝村
1000721-019,溪頂村
1000721-020,正義村
1000722-001,和豊村
1000722-002,興農村
1000722-003,埤頭村
1000722-004,豊崙村
1000722-005,崙子村
1000722-006,永豊村
1000722-007,合興村
1000722-008,平原村
1000722-009,崙腳村
1000722-010,元埔村
1000722-011,芙朝村
1000722-012,新庄村
1000722-013,陸嘉村
1000722-014,竹圍村
1000722-015,中和村
1000722-016,庄內村
1000722-017,大湖村
1000723-001,芳苑村
1000723-002,芳中村
1000723-003,仁愛村
1000723-004,信義村
1000723-005,後寮村
1000723-006,三合村
1000723-007,永興村
1000723-008,五俊村
1000723-009,路上村
1000723-010,路平村
1000723-011,三成村
1000723-012,福榮村
1000723-013,頂廍村
1000723-014,新街村
1000723-015,王功村
1000723-016,博愛村
1000723-017,和平村
1000723-018,民生村
1000723-019,興仁村
1000723-020,新寶村
1000723-021,草湖村
1000723-022,文津村
1000723-023,建平村
1000723-024,崙腳村
1000723-025,新生村
1000723-026,漢寶村
1000724-001,潭墘村
1000724-002,上山村
1000724-003,東城村
1000724-004,西城村
1000724-005,大城村
1000724-006,菜寮村
1000724-007,山腳村
1000724-008,永和村
1000724-009,頂庄村
1000724-010,公館村
1000724-011,臺西村
1000724-012,東港村
1000724-013,西港村
1000724-014,豐美村
1000724-015,三豐村
1000725-001,竹元村
1000725-002,竹塘村
1000725-003,小西村
1000725-004,民靖村
1000725-005,五庄村
1000725-006,樹腳村
1000725-007,田頭村
1000725-008,新廣村
1000725-009,溪墘村
1000725-010,竹林村
1000725-011,土庫村
1000725-012,內新村
1000725-013,長安村
1000725-014,永安村
1000726-001,溪厝村
1000726-002,舊眉村
1000726-003,柑園村
1000726-004,水尾村
1000726-005,坑厝村
1000726-006,圳寮村
1000726-007,潮洋村
1000726-008,瓦厝村
1000726-009,西畔村
1000726-010,張厝村
1000726-011,溪州村
1000726-012,成功村
1000726-013,菜公村
1000726-014,尾厝村
1000726-015,大庄村
1000726-016,三圳村
1000726-017,東州村
1000726-018,榮光村
1000726-019,三條村
1000801-001,龍泉里
1000801-002,康壽里
1000801-003,三民里
1000801-004,仁和里
1000801-005,南投里
1000801-006,彰仁里
1000801-007,崇文里
1000801-008,漳興里
1000801-009,漳和里
1000801-010,軍功里
1000801-011,東山里
1000801-012,平和里
1000801-013,振興里
1000801-014,千秋里
1000801-015,三興里
1000801-016,三和里
1000801-017,嘉興里
1000801-018,嘉和里
1000801-019,福山里
1000801-020,永興里
1000801-021,鳳鳴里
1000801-022,鳳山里
1000801-023,平山里
1000801-024,新興里
1000801-025,永豐里
1000801-026,福興里
1000801-027,營北里
1000801-028,營南里
1000801-029,內興里
1000801-030,內新里
1000801-031,光華里
1000801-032,光榮里
1000801-033,光明里
1000801-034,光輝里
1000802-001,東門里
1000802-002,南門里
1000802-003,西門里
1000802-004,北門里
1000802-005,同聲里
1000802-006,薰化里
1000802-007,清新里
1000802-008,大城里
1000802-009,籃城里
1000802-010,枇杷里
1000802-011,水頭里
1000802-012,麒麟里
1000802-013,珠格里
1000802-014,溪南里
1000802-015,桃米里
1000802-016,成功里
1000802-017,南村里
1000802-018,愛蘭里
1000802-019,鐵山里
1000802-020,房里里
1000802-021,向善里
1000802-022,一新里
1000802-023,廣成里
1000802-024,史港里
1000802-025,福興里
1000802-026,牛眠里
1000802-027,大湳里
1000802-028,蜈蚣里
1000802-029,合成里
1000802-030,北安里
1000802-031,杷城里
1000802-032,北梅里
1000802-033,泰安里
1000803-001,玉峰里
1000803-002,炎峰里
1000803-003,和平里
1000803-004,敦和里
1000803-005,山腳里
1000803-006,富寮里
1000803-007,御史里
1000803-008,新豐里
1000803-009,碧峰里
1000803-010,碧洲里
1000803-011,復興里
1000803-012,上林里
1000803-013,新庄里
1000803-014,北投里
1000803-015,石川里
1000803-016,加老里
1000803-017,北勢里
1000803-018,中原里
1000803-019,南埔里
1000803-020,土城里
1000803-021,坪頂里
1000803-022,雙冬里
1000803-023,平林里
1000803-024,中正里
1000803-025,中山里
1000803-026,明正里
1000803-027,新厝里
1000804-001,竹山里
1000804-002,中正里
1000804-003,中山里
1000804-004,雲林里
1000804-005,硘里
1000804-006,下坪里
1000804-007,桂林里
1000804-008,中和里
1000804-009,中崎里
1000804-010,德興里
1000804-011,延平里
1000804-012,延正里
1000804-013,延山里
1000804-014,延和里
1000804-015,山崇里
1000804-016,社寮里
1000804-017,中央里
1000804-018,富州里
1000804-019,大鞍里
1000804-020,田子里
1000804-021,福興里
1000804-022,鯉魚里
1000804-023,瑞竹里
1000804-024,坪頂里
1000804-025,桶頭里
1000804-026,秀林里
1000804-027,延祥里
1000804-028,竹圍里
1000805-001,集集里
1000805-002,和平里
1000805-003,林尾里
1000805-004,田寮里
1000805-005,隘寮里
1000805-006,玉映里
1000805-007,吳厝里
1000805-008,八張里
1000805-009,永昌里
1000805-010,富山里
1000805-011,廣明里
1000806-001,南雅村
1000806-002,中正村
1000806-003,中山村
1000806-004,濁水村
1000806-005,炭寮村
1000806-006,新民村
1000806-007,新街村
1000806-008,東湖村
1000806-009,萬丹村
1000806-010,田仔村
1000806-011,大庄村
1000806-012,廍下村
1000806-013,大坑村
1000806-014,竹圍村
1000806-015,赤水村
1000806-016,三崙村
1000806-017,松山村
1000806-018,松柏村
1000806-019,埔中村
1000806-020,崁腳村
1000806-021,新厝村
1000806-022,新光村
1000806-023,仁和村
1000807-001,鹿谷村
1000807-002,初鄉村
1000807-003,彰雅村
1000807-004,廣興村
1000807-005,內湖村
1000807-006,竹林村
1000807-007,竹豐村
1000807-008,和雅村
1000807-009,鳳凰村
1000807-010,永隆村
1000807-011,秀峰村
1000807-012,清水村
1000807-013,瑞田村
1000808-001,廣興村
1000808-002,崁頂村
1000808-003,八仙村
1000808-004,和興村
1000808-005,福盛村
1000808-006,永平村
1000808-007,復興村
1000808-008,中寮村
1000808-009,廣福村
1000808-010,永福村
1000808-011,義和村
1000808-012,清水村
1000808-013,龍安村
1000808-014,龍岩村
1000808-015,永和村
1000808-016,內城村
1000808-017,永芳村
1000808-018,爽文村
1000809-001,東池村
1000809-002,魚池村
1000809-003,中明村
1000809-004,新城村
1000809-005,大林村
1000809-006,東光村
1000809-007,共和村
1000809-008,大雁村
1000809-009,五城村
1000809-010,水社村
1000809-011,頭社村
1000809-012,武登村
1000809-013,日月村
1000810-001,國姓村
1000810-002,石門村
1000810-003,大旗村
1000810-004,北港村
1000810-005,長流村
1000810-006,長福村
1000810-007,福龜村
1000810-008,乾溝村
1000810-009,柑林村
1000810-010,北山村
1000810-011,南港村
1000810-012,大石村
1000810-013,長豐村
1000811-001,水里村
1000811-002,農富村
1000811-003,新城村
1000811-004,中央村
1000811-005,城中村
1000811-006,北埔村
1000811-007,鉅工村
1000811-008,永豐村
1000811-009,頂崁村
1000811-010,車埕村
1000811-011,新興村
1000811-012,新山村
1000811-013,郡坑村
1000811-014,上安村
1000811-015,民和村
1000811-016,永興村
1000811-017,玉峰村
1000811-018,興隆村
1000811-019,南光村
1000812-001,人和村
1000812-002,地利村
1000812-003,潭南村
1000812-004,明德村
1000812-005,愛國村
1000812-006,自強村
1000812-007,羅娜村
1000812-008,望美村
1000812-009,同富村
1000812-010,神木村
1000812-011,東埔村
1000812-012,雙龍村
1000812-013,新鄉村
1000812-014,豐丘村
1000813-001,法治村
1000813-002,中正村
1000813-003,互助村
1000813-004,新生村
1000813-005,力行村
1000813-006,發祥村
1000813-007,合作村
1000813-008,親愛村
1000813-009,大同村
1000813-010,南豐村
1000813-011,春陽村
1000813-012,精英村
1000813-013,萬豐村
1000813-014,榮興村
1000813-015,翠華村
1000813-016,都達村
1000901-001,忠孝里
1000901-002,仁愛里
1000901-003,信義里
1000901-004,四維里
1000901-005,太平里
1000901-006,中和里
1000901-007,光興里
1000901-008,三平里
1000901-009,八德里
1000901-010,鎮北里
1000901-011,龍潭里
1000901-012,鎮南里
1000901-013,林頭里
1000901-014,重光里
1000901-015,溝埧里
1000901-016,江厝里
1000901-017,三光里
1000901-018,崙峯里
1000901-019,嘉東里
1000901-020,久安里
1000901-021,長平里
1000901-022,保庄里
1000901-023,虎溪里
1000901-024,梅林里
1000901-025,湖山里
1000901-026,榴中里
1000901-027,榴北里
1000901-028,榴南里
1000901-029,溪洲里
1000901-030,長安里
1000901-031,十三里
1000901-032,鎮東里
1000901-033,鎮西里
1000901-034,公正里
1000901-035,社口里
1000901-036,公誠里
1000901-037,明德里
1000901-038,成功里
1000902-001,東仁里
1000902-002,西岐里
1000902-003,南昌里
1000902-004,北銘里
1000902-005,中天里
1000902-006,舊社里
1000902-007,林子里
1000902-008,石龜里
1000902-009,靖興里
1000902-010,新南里
1000902-011,阿丹里
1000902-012,將軍里
1000902-013,東明里
1000902-014,新光里
1000902-015,田頭里
1000902-016,明昌里
1000902-017,大東里
1000902-018,埤麻里
1000902-019,西伯里
1000902-020,新崙里
1000902-021,小東里
1000902-022,石溪里
1000903-001,中山里
1000903-002,新興里
1000903-003,東仁里
1000903-004,公安里
1000903-005,德興里
1000903-006,西安里
1000903-007,安慶里
1000903-008,平和里
1000903-009,興南里
1000903-010,新吉里
1000903-011,穎川里
1000903-012,延平里
1000903-013,三合里
1000903-014,北溪里
1000903-015,墾地里
1000903-016,西屯里
1000903-017,芳草里
1000903-018,埒內里
1000903-019,堀頭里
1000903-020,安溪里
1000903-021,興中里
1000903-022,廉使里
1000903-023,惠來里
1000903-024,頂溪里
1000903-025,中溪里
1000903-026,下溪里
1000903-027,建國里
1000903-028,立仁里
1000903-029,東屯里
1000904-001,振興里
1000904-002,大園里
1000904-003,廣福里
1000904-004,正興里
1000904-005,永安里
1000904-006,中和里
1000904-007,福興里
1000904-008,光華里
1000904-009,中興里
1000904-010,漢光里
1000904-011,新安里
1000904-012,新豐里
1000904-013,詔安里
1000904-014,河南里
1000904-015,安定里
1000904-016,福田里
1000904-017,大新里
1000904-018,埤頭里
1000904-019,東興里
1000904-020,廣興里
1000904-021,鹿場里
1000904-022,頂湳里
1000904-023,下湳里
1000904-024,九隆里
1000904-025,吳厝里
1000904-026,七座里
1000904-027,公舘里
1000905-001,忠正里
1000905-002,順天里
1000905-003,宮北里
1000905-004,越港里
1000905-005,溪邊里
1000905-006,興新里
1000905-007,奮起里
1000905-008,埤腳里
1000905-009,大荖里
1000905-010,石廟里
1000905-011,東平里
1000905-012,南平里
1000905-013,北平里
1000905-014,西平里
1000905-015,後埔里
1000905-016,崙內里
1000905-017,新庄里
1000906-001,東陽里
1000906-002,光民里
1000906-003,東華里
1000906-004,南安里
1000906-005,中和里
1000906-006,義民里
1000906-007,共榮里
1000906-008,西勢里
1000906-009,仁和里
1000906-010,賜福里
1000906-011,公舘里
1000906-012,大同里
1000906-013,仁安里
1000906-014,華勝里
1000906-015,光復里
1000906-016,新街里
1000906-017,劉厝里
1000906-018,府番里
1000906-019,草湖里
1000906-020,溝皂里
1000906-021,後溝里
1000906-022,番溝里
1000906-023,大北里
1000906-024,好收里
1000906-025,樹腳里
1000906-026,扶朝里
1000906-027,水埔里
1000906-028,新厝里
1000907-001,水碓村
1000907-002,田心村
1000907-003,高林村
1000907-004,荷苞村
1000907-005,東和村
1000907-006,新庄村
1000907-007,棋盤村
1000907-008,華山村
1000907-009,華南村
1000907-010,永光村
1000907-011,桂林村
1000907-012,崁腳村
1000907-013,樟湖村
1000907-014,草嶺村
1000907-015,永昌村
1000907-016,麻園村
1000907-017,古坑村
1000907-018,朝陽村
1000907-019,西平村
1000907-020,湳仔村
1000908-001,北和村
1000908-002,南和村
1000908-003,大德村
1000908-004,松竹村
1000908-005,尚義村
1000908-006,嘉興村
1000908-007,豐田村
1000908-008,三結村
1000908-009,吉田村
1000908-010,豐岡村
1000908-011,聯美村
1000908-012,怡然村
1000908-013,北鎮村
1000908-014,興安村
1000908-015,西鎮村
1000909-001,莿桐村
1000909-002,甘厝村
1000909-003,甘西村
1000909-004,興桐村
1000909-005,義和村
1000909-006,埔子村
1000909-007,大美村
1000909-008,埔尾村
1000909-009,饒平村
1000909-010,興貴村
1000909-011,四合村
1000909-012,麻園村
1000909-013,五華村
1000909-014,六合村
1000910-001,林南村
1000910-002,林中村
1000910-003,林北村
1000910-004,坪頂村
1000910-005,林茂村
1000910-006,九芎村
1000910-007,湖本村
1000910-008,烏塗村
1000910-009,烏麻村
1000910-010,重興村
1000911-001,崙東村
1000911-002,崙西村
1000911-003,來惠村
1000911-004,三和村
1000911-005,湳仔村
1000911-006,田尾村
1000911-007,定安村
1000911-008,大華村
1000911-009,義庄村
1000911-010,楊賢村
1000911-011,港後村
1000911-012,大義村
1000911-013,油車村
1000911-014,大庄村
1000911-015,庄西村
1000911-016,大同村
1000911-017,復興村
1000911-018,永定村
1000912-001,東明村
1000912-002,西榮村
1000912-003,南陽村
1000912-004,崙前村
1000912-005,羅厝村
1000912-006,港尾村
1000912-007,阿勸村
1000912-008,五魁村
1000912-009,大有村
1000912-010,豐榮村
1000912-011,草湖村
1000912-012,舊庄村
1000912-013,水尾村
1000912-014,枋南村
1000913-001,麥津村
1000913-002,麥豐村
1000913-003,瓦磘村
1000913-004,興華村
1000913-005,崙後村
1000913-006,後安村
1000913-007,海豐村
1000913-008,三盛村
1000913-009,橋頭村
1000913-010,新吉村
1000913-011,施厝村
1000913-012,雷厝村
1000913-013,中興村
1000914-001,東南村
1000914-002,東北村
1000914-003,嘉隆村
1000914-004,復興村
1000914-005,月眉村
1000914-006,程海村
1000914-007,龍潭村
1000914-008,安南村
1000914-009,昌南村
1000914-010,同安村
1000914-011,新坤村
1000914-012,四美村
1000915-001,中民村
1000915-002,埔姜村
1000915-003,中勝村
1000915-004,新湖村
1000915-005,馬鳴村
1000915-006,有才村
1000915-007,田洋村
1000915-008,龍岩村
1000915-009,潮厝村
1000916-001,台西村
1000916-002,海北村
1000916-003,海南村
1000916-004,海口村
1000916-005,溪頂村
1000916-006,牛厝村
1000916-007,泉州村
1000916-008,光華村
1000916-009,五榔村
1000916-010,山寮村
1000916-011,富琦村
1000916-012,永豐村
1000916-013,和豐村
1000916-014,蚊港村
1000916-015,五港村
1000917-001,長南村
1000917-002,長北村
1000917-003,子茂村
1000917-004,後湖村
1000917-005,山內村
1000917-006,合和村
1000917-007,五塊村
1000917-008,潭西村
1000917-009,潭東村
1000917-010,客厝村
1000917-011,卓運村
1000917-012,頂寮村
1000917-013,下寮村
1000917-014,龍岩村
1000917-015,西莊村
1000917-016,鹿北村
1000917-017,鹿南村
1000917-018,瓦磘村
1000917-019,內寮村
1000917-020,崙仔村
1000917-021,新吉村
1000918-001,四湖村
1000918-002,新庄村
1000918-003,溪底村
1000918-004,鹿場村
1000918-005,湖西村
1000918-006,施湖村
1000918-007,湖寮村
1000918-008,蔡厝村
1000918-009,飛沙村
1000918-010,三姓村
1000918-011,內湖村
1000918-012,羊調村
1000918-013,崙北村
1000918-014,崙南村
1000918-015,廣溝村
1000918-016,萡子村
1000918-017,林厝村
1000918-018,林東村
1000918-019,溪尾村
1000918-020,飛東村
1000918-021,萡東村
1000919-001,湖東村
1000919-002,口湖村
1000919-003,頂湖村
1000919-004,埔北村
1000919-005,埔南村
1000919-006,謝厝村
1000919-007,蚵寮村
1000919-008,下崙村
1000919-009,崙中村
1000919-010,崙東村
1000919-011,青蚶村
1000919-012,港東村
1000919-013,港西村
1000919-014,台子村
1000919-015,成龍村
1000919-016,湖口村
1000919-017,水井村
1000919-018,後厝村
1000919-019,梧南村
1000919-020,梧北村
1000919-021,過港村
1000920-001,水北村
1000920-002,水南村
1000920-003,海埔村
1000920-004,土厝村
1000920-005,春埔村
1000920-006,西井村
1000920-007,車港村
1000920-008,蘇秦村
1000920-009,灣東村
1000920-010,灣西村
1000920-011,萬興村
1000920-012,尖山村
1000920-013,大山村
1000920-014,大溝村
1000920-015,順興村
1000920-016,蕃薯村
1000920-017,山腳村
1000920-018,松北村
1000920-019,松中村
1000920-020,松西村
1000920-021,欍埔村
1000920-022,塭底村
1000920-023,後寮村
1000920-024,溪墘村
1001001-001,太保里
1001001-002,後庄里
1001001-003,前潭里
1001001-004,後潭里
1001001-005,梅埔里
1001001-006,春珠里
1001001-007,崙頂里
1001001-008,東勢里
1001001-009,新埤里
1001001-010,舊埤里
1001001-011,田尾里
1001001-012,港尾里
1001001-013,過溝里
1001001-014,麻寮里
1001001-015,南新里
1001001-016,北新里
1001001-017,埤鄉里
1001001-018,安仁里
1001002-001,安福里
1001002-002,平和里
1001002-003,內厝里
1001002-004,開元里
1001002-005,順天里
1001002-006,中正里
1001002-007,博厚里
1001002-008,文化里
1001002-009,永和里
1001002-010,竹圍里
1001002-011,新寮里
1001002-012,双溪里
1001002-013,溪口里
1001002-014,德興里
1001002-015,仁和里
1001002-016,大鄉里
1001002-017,大葛里
1001002-018,佳禾里
1001002-019,竹村里
1001002-020,崁前里
1001002-021,順安里
1001002-022,崁後里
1001002-023,德家里
1001002-024,新庄里
1001002-025,梅華里
1001002-026,松華里
1001002-027,南竹里
1001003-001,岱江里
1001003-002,九龍里
1001003-003,岑海里
1001003-004,興中里
1001003-005,光復里
1001003-006,見龍里
1001003-007,新厝里
1001003-008,龍江里
1001003-009,新岑里
1001003-010,新民里
1001003-011,復興里
1001003-012,好美里
1001003-013,永安里
1001003-014,東港里
1001003-015,江山里
1001003-016,菜舖里
1001003-017,考試里
1001003-018,振寮里
1001003-019,西安里
1001003-020,東安里
1001003-021,中安里
1001003-022,樹林里
1001003-023,貴舍里
1001003-S01,布袋港
1001004-001,東林里
1001004-002,西林里
1001004-003,吉林里
1001004-004,平林里
1001004-005,明華里
1001004-006,明和里
1001004-007,排路里
1001004-008,西結里
1001004-009,湖北里
1001004-010,大糖里
1001004-011,大美里
1001004-012,過溪里
1001004-013,中坑里
1001004-014,上林里
1001004-015,中林里
1001004-016,三和里
1001004-017,溝背里
1001004-018,義和里
1001004-019,內林里
1001004-020,三角里
1001004-021,三村里
1001005-001,東榮村
1001005-002,中樂村
1001005-003,西安村
1001005-004,寮頂村
1001005-005,福權村
1001005-006,東湖村
1001005-007,頂崙村
1001005-008,菁埔村
1001005-009,中和村
1001005-010,平和村
1001005-011,西昌村
1001005-012,豊收村
1001005-013,三興村
1001005-014,東興村
1001005-015,鎮北村
1001005-016,興中村
1001005-017,興南村
1001005-018,福興村
1001005-019,文隆村
1001005-020,山中村
1001005-021,中央村
1001005-022,北斗村
1001005-023,双福村
1001005-024,大崎村
1001005-025,秀林村
1001005-026,松山村
1001005-027,金興村
1001005-028,福樂村
1001006-001,溪東村
1001006-002,溪西村
1001006-003,溪北村
1001006-004,游東村
1001006-005,游西村
1001006-006,柴林村
1001006-007,林腳村
1001006-008,美南村
1001006-009,美北村
1001006-010,本厝村
1001006-011,柳溝村
1001006-012,疊溪村
1001006-013,妙崙村
1001006-014,坪頂村
1001007-001,宮前村
1001007-002,宮後村
1001007-003,大興村
1001007-004,福德村
1001007-005,古民村
1001007-006,中庄村
1001007-007,大潭村
1001007-008,西庄村
1001007-009,埤子村
1001007-010,南崙村
1001007-011,北崙村
1001007-012,海瀛村
1001007-013,月眉村
1001007-014,月潭村
1001007-015,溪北村
1001007-016,三間村
1001007-017,中洋村
1001007-018,菜公村
1001007-019,安和村
1001007-020,潭大村
1001007-021,南港村
1001007-022,板頭村
1001007-023,共和村
1001008-001,蒜頭村
1001008-002,蒜東村
1001008-003,蒜南村
1001008-004,工廠村
1001008-005,灣南村
1001008-006,灣北村
1001008-007,雙涵村
1001008-008,塗師村
1001008-009,三義村
1001008-010,港美村
1001008-011,豐美村
1001008-012,六斗村
1001008-013,崙陽村
1001008-014,蘇厝村
1001008-015,竹本村
1001008-016,永賢村
1001008-017,魚寮村
1001008-018,潭墘村
1001008-019,正義村
1001008-020,溪厝村
1001008-021,六腳村
1001008-022,六南村
1001008-023,崩山村
1001008-024,古林村
1001008-025,更寮村
1001009-001,東石村
1001009-002,猿樹村
1001009-003,型厝村
1001009-004,塭港村
1001009-005,三家村
1001009-006,永屯村
1001009-007,海埔村
1001009-008,龍港村
1001009-009,副瀨村
1001009-010,下揖村
1001009-011,頂揖村
1001009-012,溪下村
1001009-013,港墘村
1001009-014,蔦松村
1001009-015,圍潭村
1001009-016,洲仔村
1001009-017,東崙村
1001009-018,西崙村
1001009-019,塭仔村
1001009-020,網寮村
1001009-021,掌潭村
1001009-022,港口村
1001009-023,鰲鼓村
1001010-001,岸腳村
1001010-002,義竹村
1001010-003,六桂村
1001010-004,仁里村
1001010-005,傳芳村
1001010-006,頭竹村
1001010-007,五厝村
1001010-008,中平村
1001010-009,埤前村
1001010-010,平溪村
1001010-011,後鎮村
1001010-012,北華村
1001010-013,新店村
1001010-014,東過村
1001010-015,西過村
1001010-016,官和村
1001010-017,官順村
1001010-018,新富村
1001010-019,東光村
1001010-020,東榮村
1001010-021,龍蛟村
1001010-022,溪洲村
1001011-001,後寮村
1001011-002,鹿東村
1001011-003,鹿草村
1001011-004,西井村
1001011-005,豊稠村
1001011-006,重寮村
1001011-007,施家村
1001011-008,下潭村
1001011-009,光潭村
1001011-010,碧潭村
1001011-011,松竹村
1001011-012,竹山村
1001011-013,後堀村
1001011-014,三角村
1001011-015,下麻村
1001012-001,水上村
1001012-002,水頭村
1001012-003,大堀村
1001012-004,大崙村
1001012-005,塗溝村
1001012-006,粗溪村
1001012-007,下寮村
1001012-008,三和村
1001012-009,回歸村
1001012-010,三鎮村
1001012-011,靖和村
1001012-012,南和村
1001012-013,龍德村
1001012-014,溪洲村
1001012-015,柳林村
1001012-016,柳鄉村
1001012-017,柳新村
1001012-018,寬士村
1001012-019,民生村
1001012-020,忠和村
1001012-021,中庄村
1001012-022,南鄉村
1001012-023,三界村
1001012-024,國姓村
1001012-025,內溪村
1001012-026,義興村
1001013-001,中埔村
1001013-002,塩舘村
1001013-003,龍門村
1001013-004,裕民村
1001013-005,金蘭村
1001013-006,富收村
1001013-007,和睦村
1001013-008,和美村
1001013-009,和興村
1001013-010,隆興村
1001013-011,義仁村
1001013-012,社口村
1001013-013,灣潭村
1001013-014,石村
1001013-015,頂埔村
1001013-016,同仁村
1001013-017,瑞豐村
1001013-018,沄水村
1001013-019,三層村
1001013-020,深坑村
1001013-021,東興村
1001013-022,中崙村
1001014-001,竹崎村
1001014-002,和平村
1001014-003,坑頭村
1001014-004,沙坑村
1001014-005,獅埜村
1001014-006,義和村
1001014-007,義仁村
1001014-008,灣橋村
1001014-009,鹿滿村
1001014-010,紫雲村
1001014-011,內埔村
1001014-012,昇平村
1001014-013,白杞村
1001014-014,桃源村
1001014-015,塘興村
1001014-016,義隆村
1001014-017,龍山村
1001014-018,文峯村
1001014-019,金獅村
1001014-020,復金村
1001014-021,緞繻村
1001014-022,仁壽村
1001014-023,中和村
1001014-024,光華村
1001015-001,梅東村
1001015-002,梅南村
1001015-003,過山村
1001015-004,梅北村
1001015-005,圳南村
1001015-006,永興村
1001015-007,半天村
1001015-008,圳北村
1001015-009,大南村
1001015-010,双溪村
1001015-011,安靖村
1001015-012,太平村
1001015-013,碧湖村
1001015-014,太興村
1001015-015,瑞峯村
1001015-016,瑞里村
1001015-017,太和村
1001015-018,龍眼村
1001016-001,江西村
1001016-002,內甕村
1001016-003,新福村
1001016-004,下坑村
1001016-005,番路村
1001016-006,民和村
1001016-007,觸口村
1001016-008,大湖村
1001016-009,公田村
1001016-010,公興村
1001016-011,草山村
1001017-001,大埔村
1001017-002,和平村
1001017-003,永樂村
1001017-004,茄苳村
1001017-005,西興村
1001018-001,中山村
1001018-002,中正村
1001018-003,香林村
1001018-004,十字村
1001018-005,來吉村
1001018-006,豐山村
1001018-007,達邦村
1001018-008,樂野村
1001018-009,里佳村
1001018-010,山美村
1001018-011,新美村
1001018-012,茶山村
1001301-001,光榮里
1001301-002,文明里
1001301-003,武廟里
1001301-004,大同里
1001301-005,泰安里
1001301-006,端正里
1001301-007,民權里
1001301-008,大埔里
1001301-009,必信里
1001301-010,崇智里
1001301-011,崇禮里
1001301-012,維新里
1001301-013,安樂里
1001301-014,平和里
1001301-015,楠樹里
1001301-016,扶風里
1001301-017,慶春里
1001301-018,金泉里
1001301-019,勝豐里
1001301-020,橋南里
1001301-021,橋北里
1001301-022,長春里
1001301-023,豐榮里
1001301-024,豐源里
1001301-025,豐田里
1001301-026,大連里
1001301-027,湖西里
1001301-028,湖南里
1001301-029,歸心里
1001301-030,瑞光里
1001301-031,新生里
1001301-032,頂宅里
1001301-033,厚生里
1001301-034,擇仁里
1001301-035,建國里
1001301-036,一心里
